asset,date,n_prior_sessions,last_bar_date,prev_close_full,prev_open_full,prev_high_full,prev_low_full,atr14_full,rsi2_full,d_full_P,d_full_R1,d_full_S1,d_full_R2,d_full_S2,d_full_R3,d_full_S3,prev_open_cash,prev_high_cash,prev_low_cash,prev_close_cash,atr14_cash,rsi2_cash,d_cash_P,d_cash_R1,d_cash_S1,d_cash_R2,d_cash_S2,d_cash_R3,d_cash_S3,w_full_period,w_full_P,w_full_R1,w_full_S1,w_full_R2,w_full_S2,w_full_R3,w_full_S3,w_cash_period,w_cash_P,w_cash_R1,w_cash_S1,w_cash_R2,w_cash_S2,w_cash_R3,w_cash_S3,m_full_period,m_full_P,m_full_R1,m_full_S1,m_full_R2,m_full_S2,m_full_R3,m_full_S3,m_cash_period,m_cash_P,m_cash_R1,m_cash_S1,m_cash_R2,m_cash_S2,m_cash_R3,m_cash_S3,swing_high_5d_full,swing_low_5d_full,swing_high_25d_full,swing_low_25d_full,swing_high_5d_cash,swing_low_5d_cash,swing_high_25d_cash,swing_low_25d_cash
US500,2026-05-21,36,2026-05-20,7420.6,7360.9,7443.0,7341.4,82.0714,56.8021,7401.6667,7461.9333,7360.3333,7503.2667,7300.0667,7563.5333,7258.7333,7379.9,7443.0,7362.3,7436.8,75.1786,60.4708,7414.0333,7465.7667,7385.0667,7494.7333,7333.3333,7546.4667,7304.3667,2026-W20,7423.0,7500.7,7323.1,7600.6,7245.4,7678.3,7145.5,2026-W20,7428.0667,7510.8333,7333.2333,7605.6667,7250.4667,7688.4333,7155.6333,2026-04,6970.3,7479.8,6712.9,7737.2,6203.4,8246.7,5946.0,2026-04,6970.7,7469.7,6714.7,7725.7,6215.7,8224.7,5959.7,7522.9,7339.1,7522.9,7012.1,7522.9,7339.1,7522.9,7012.1
US500,2026-05-22,37,2026-05-21,7452.3,7416.6,7471.8,7392.9,83.7929,100.0,7439.0,7485.1,7406.2,7517.9,7360.1,7564.0,7327.3,7408.6,7471.8,7394.1,7450.3,76.2357,100.0,7438.7333,7483.3667,7405.6667,7516.4333,7361.0333,7561.0667,7327.9667,2026-W20,7423.0,7500.7,7323.1,7600.6,7245.4,7678.3,7145.5,2026-W20,7428.0667,7510.8333,7333.2333,7605.6667,7250.4667,7688.4333,7155.6333,2026-04,6970.3,7479.8,6712.9,7737.2,6203.4,8246.7,5946.0,2026-04,6970.7,7469.7,6714.7,7725.7,6215.7,8224.7,5959.7,7510.5,7339.1,7522.9,7041.6,7471.8,7339.1,7522.9,7050.7
US500,2026-05-25,38,2026-05-22,7470.9,7454.0,7509.2,7452.9,82.1857,100.0,7477.6667,7502.4333,7446.1333,7533.9667,7421.3667,7558.7333,7389.8333,7482.5,7509.2,7464.5,7475.7,75.35,100.0,7483.1333,7501.7667,7457.0667,7527.8333,7438.4333,7546.4667,7412.3667,2026-W21,7439.7333,7540.3667,7370.2667,7609.8333,7269.6333,7710.4667,7200.1667,2026-W21,7441.3333,7543.5667,7373.4667,7611.4333,7271.2333,7713.6667,7203.3667,2026-04,6970.3,7479.8,6712.9,7737.2,6203.4,8246.7,5946.0,2026-04,6970.7,7469.7,6714.7,7725.7,6215.7,8224.7,5959.7,7509.2,7339.1,7522.9,7050.7,7509.2,7339.1,7522.9,7050.7
US500,2026-05-26,39,2026-05-25,7552.7,7511.4,7557.4,7510.1,82.6143,100.0,7540.0667,7570.0333,7522.7333,7587.3667,7492.7667,7617.3333,7475.4333,7546.7,7557.4,7542.2,7552.7,76.2643,100.0,7550.7667,7559.3333,7544.1333,7565.9667,7535.5667,7574.5333,7528.9333,2026-W21,7439.7333,7540.3667,7370.2667,7609.8333,7269.6333,7710.4667,7200.1667,2026-W21,7441.3333,7543.5667,7373.4667,7611.4333,7271.2333,7713.6667,7203.3667,2026-04,6970.3,7479.8,6712.9,7737.2,6203.4,8246.7,5946.0,2026-04,6970.7,7469.7,6714.7,7725.7,6215.7,8224.7,5959.7,7557.4,7339.1,7557.4,7050.7,7557.4,7339.1,7557.4,7050.7
US500,2026-05-27,40,2026-05-26,7521.5,7553.6,7553.6,7505.5,78.7643,72.3894,7526.8667,7548.2333,7500.1333,7574.9667,7478.7667,7596.3333,7452.0333,7522.8,7543.5,7505.5,7527.5,71.8429,75.3425,7525.5,7545.5,7507.5,7563.5,7487.5,7583.5,7469.5,2026-W21,7439.7333,7540.3667,7370.2667,7609.8333,7269.6333,7710.4667,7200.1667,2026-W21,7441.3333,7543.5667,7373.4667,7611.4333,7271.2333,7713.6667,7203.3667,2026-04,6970.3,7479.8,6712.9,7737.2,6203.4,8246.7,5946.0,2026-04,6970.7,7469.7,6714.7,7725.7,6215.7,8224.7,5959.7,7557.4,7341.4,7557.4,7050.7,7557.4,7362.3,7557.4,7050.7
US500,2026-05-28,41,2026-05-27,7543.0,7524.7,7559.5,7504.3,78.0643,40.797,7535.6,7566.9,7511.7,7590.8,7480.4,7622.1,7456.5,7531.0,7536.0,7504.3,7528.5,69.5357,3.8168,7522.9333,7541.5667,7509.8667,7554.6333,7491.2333,7573.2667,7478.1667,2026-W21,7439.7333,7540.3667,7370.2667,7609.8333,7269.6333,7710.4667,7200.1667,2026-W21,7441.3333,7543.5667,7373.4667,7611.4333,7271.2333,7713.6667,7203.3667,2026-04,6970.3,7479.8,6712.9,7737.2,6203.4,8246.7,5946.0,2026-04,6970.7,7469.7,6714.7,7725.7,6215.7,8224.7,5959.7,7559.5,7392.9,7559.5,7050.7,7557.4,7394.1,7557.4,7050.7
US500,2026-05-29,42,2026-05-28,7578.2,7544.3,7580.5,7495.7,78.0929,100.0,7551.4667,7607.2333,7522.4333,7636.2667,7466.6667,7692.0333,7437.6333,7525.0,7576.2,7515.5,7572.5,69.3786,100.0,7554.7333,7593.9667,7533.2667,7615.4333,7494.0333,7654.6667,7472.5667,2026-W21,7439.7333,7540.3667,7370.2667,7609.8333,7269.6333,7710.4667,7200.1667,2026-W21,7441.3333,7543.5667,7373.4667,7611.4333,7271.2333,7713.6667,7203.3667,2026-04,6970.3,7479.8,6712.9,7737.2,6203.4,8246.7,5946.0,2026-04,6970.7,7469.7,6714.7,7725.7,6215.7,8224.7,5959.7,7580.5,7452.9,7580.5,7106.3,7576.2,7464.5,7576.2,7112.4
US500,2026-06-01,43,2026-05-29,7581.1,7578.6,7601.8,7563.1,76.3714,100.0,7582.0,7600.9,7562.2,7620.7,7543.3,7639.6,7523.5,7581.1,7601.8,7567.9,7584.8,68.6786,100.0,7584.8333,7601.7667,7567.8667,7618.7333,7550.9333,7635.6667,7533.9667,2026-W22,7559.5333,7623.3667,7517.2667,7665.6333,7453.4333,7729.4667,7411.1667,2026-W22,7563.6333,7622.9667,7525.4667,7661.1333,7466.1333,7720.4667,7427.9667,2026-05,7453.4667,7729.4333,7305.1333,7877.7667,7029.1667,8153.7333,6880.8333,2026-05,7454.7,7731.9,7307.6,7879.0,7030.4,8156.2,6883.3,7601.8,7495.7,7601.8,7106.3,7601.8,7504.3,7601.8,7112.4
US500,2026-06-02,44,2026-06-01,7600.2,7587.2,7623.6,7568.5,74.5786,100.0,7597.4333,7626.3667,7571.2667,7652.5333,7542.3333,7681.4667,7516.1667,7575.2,7623.6,7568.5,7606.0,67.3,100.0,7599.3667,7630.2333,7575.1333,7654.4667,7544.2667,7685.3333,7520.0333,2026-W22,7559.5333,7623.3667,7517.2667,7665.6333,7453.4333,7729.4667,7411.1667,2026-W22,7563.6333,7622.9667,7525.4667,7661.1333,7466.1333,7720.4667,7427.9667,2026-05,7453.4667,7729.4333,7305.1333,7877.7667,7029.1667,8153.7333,6880.8333,2026-05,7454.7,7731.9,7307.6,7879.0,7030.4,8156.2,6883.3,7623.6,7495.7,7623.6,7106.3,7623.6,7504.3,7623.6,7112.4
US500,2026-06-03,45,2026-06-02,7621.3,7602.3,7624.6,7569.0,72.5143,100.0,7604.9667,7640.9333,7585.3333,7660.5667,7549.3667,7696.5333,7529.7333,7590.8,7624.6,7588.3,7615.8,63.8571,100.0,7609.5667,7630.8333,7594.5333,7645.8667,7573.2667,7667.1333,7558.2333,2026-W22,7559.5333,7623.3667,7517.2667,7665.6333,7453.4333,7729.4667,7411.1667,2026-W22,7563.6333,7622.9667,7525.4667,7661.1333,7466.1333,7720.4667,7427.9667,2026-05,7453.4667,7729.4333,7305.1333,7877.7667,7029.1667,8153.7333,6880.8333,2026-05,7454.7,7731.9,7307.6,7879.0,7030.4,8156.2,6883.3,7624.6,7495.7,7624.6,7106.3,7624.6,7504.3,7624.6,7112.4
US500,2026-06-04,46,2026-06-03,7538.7,7620.6,7620.6,7535.2,73.75,20.3472,7564.8333,7594.4667,7509.0667,7650.2333,7479.4333,7679.8667,7423.6667,7602.0,7608.0,7556.0,7565.2,63.0286,16.2252,7576.4,7596.8,7544.8,7628.4,7524.4,7648.8,7492.8,2026-W22,7559.5333,7623.3667,7517.2667,7665.6333,7453.4333,7729.4667,7411.1667,2026-W22,7563.6333,7622.9667,7525.4667,7661.1333,7466.1333,7720.4667,7427.9667,2026-05,7453.4667,7729.4333,7305.1333,7877.7667,7029.1667,8153.7333,6880.8333,2026-05,7454.7,7731.9,7307.6,7879.0,7030.4,8156.2,6883.3,7624.6,7495.7,7624.6,7109.2,7624.6,7515.5,7624.6,7132.7
US500,2026-06-05,47,2026-06-04,7582.1,7526.6,7604.3,7517.8,71.4571,34.4444,7568.0667,7618.3333,7531.8333,7654.5667,7481.5667,7704.8333,7445.3333,7541.3,7604.3,7535.0,7592.7,60.3857,35.2113,7577.3333,7619.6667,7550.3667,7646.6333,7508.0333,7688.9667,7481.0667,2026-W22,7559.5333,7623.3667,7517.2667,7665.6333,7453.4333,7729.4667,7411.1667,2026-W22,7563.6333,7622.9667,7525.4667,7661.1333,7466.1333,7720.4667,7427.9667,2026-05,7453.4667,7729.4333,7305.1333,7877.7667,7029.1667,8153.7333,6880.8333,2026-05,7454.7,7731.9,7307.6,7879.0,7030.4,8156.2,6883.3,7624.6,7517.8,7624.6,7177.5,7624.6,7535.0,7624.6,7177.5
