asset,date,n_prior_sessions,last_bar_date,prev_close_full,prev_open_full,prev_high_full,prev_low_full,atr14_full,rsi2_full,d_full_P,d_full_R1,d_full_S1,d_full_R2,d_full_S2,d_full_R3,d_full_S3,prev_open_cash,prev_high_cash,prev_low_cash,prev_close_cash,atr14_cash,rsi2_cash,d_cash_P,d_cash_R1,d_cash_S1,d_cash_R2,d_cash_S2,d_cash_R3,d_cash_S3,w_full_period,w_full_P,w_full_R1,w_full_S1,w_full_R2,w_full_S2,w_full_R3,w_full_S3,w_cash_period,w_cash_P,w_cash_R1,w_cash_S1,w_cash_R2,w_cash_S2,w_cash_R3,w_cash_S3,m_full_period,m_full_P,m_full_R1,m_full_S1,m_full_R2,m_full_S2,m_full_R3,m_full_S3,m_cash_period,m_cash_P,m_cash_R1,m_cash_S1,m_cash_R2,m_cash_S2,m_cash_R3,m_cash_S3,swing_high_5d_full,swing_low_5d_full,swing_high_25d_full,swing_low_25d_full,swing_high_5d_cash,swing_low_5d_cash,swing_high_25d_cash,swing_low_25d_cash
XAUUSD,2026-05-22,36,2026-05-21,4543.25,4546.66,4570.76,4488.75,103.9786,99.1644,4534.2533,4579.7567,4497.7467,4616.2633,4452.2433,4661.7667,4415.7367,4500.48,4559.23,4488.75,4542.94,81.3821,95.6056,4530.3067,4571.8633,4501.3833,4600.7867,4459.8267,4642.3433,4430.9033,2026-W20,4607.8533,4703.9667,4442.3367,4869.4833,4346.2233,4965.5967,4180.7067,2026-W20,4602.1,4692.46,4455.7,4838.86,4365.34,4929.22,4218.94,2026-04,4673.69,4837.19,4458.18,5052.7,4294.68,5216.2,4079.17,2026-04,4670.91,4831.63,4456.29,5046.25,4295.57,5206.97,4080.95,4665.4,4453.63,4889.2,4453.63,4584.27,4464.95,4885.53,4464.95
XAUUSD,2026-05-25,37,2026-05-22,4506.73,4542.05,4546.04,4492.01,98.6457,0.0,4514.9267,4537.8433,4483.8133,4568.9567,4460.8967,4591.8733,4429.7833,4522.08,4527.72,4492.01,4508.32,77.1957,0.0,4509.35,4526.69,4490.98,4545.06,4473.64,4562.4,4455.27,2026-W21,4516.4567,4579.2833,4443.9033,4651.8367,4381.0767,4714.6633,4308.5233,2026-W21,4519.18,4573.41,4454.09,4638.5,4399.86,4692.73,4334.77,2026-04,4673.69,4837.19,4458.18,5052.7,4294.68,5216.2,4079.17,2026-04,4670.91,4831.63,4456.29,5046.25,4295.57,5206.97,4080.95,4589.01,4453.63,4833.05,4453.63,4584.27,4464.95,4827.7,4464.95
XAUUSD,2026-05-26,38,2026-05-25,4570.93,4543.26,4579.96,4541.09,98.6564,63.7411,4563.9933,4586.8967,4548.0267,4602.8633,4525.1233,4625.7667,4509.1567,4561.79,4577.75,4560.0,4570.93,77.2371,64.3937,4569.56,4579.12,4561.37,4587.31,4551.81,4596.87,4543.62,2026-W21,4516.4567,4579.2833,4443.9033,4651.8367,4381.0767,4714.6633,4308.5233,2026-W21,4519.18,4573.41,4454.09,4638.5,4399.86,4692.73,4334.77,2026-04,4673.69,4837.19,4458.18,5052.7,4294.68,5216.2,4079.17,2026-04,4670.91,4831.63,4456.29,5046.25,4295.57,5206.97,4080.95,4589.01,4453.63,4833.05,4453.63,4577.75,4464.95,4794.43,4464.95
XAUUSD,2026-05-27,39,2026-05-26,4507.58,4571.97,4580.13,4482.53,93.0029,50.3332,4523.4133,4564.2967,4466.6967,4621.0133,4425.8133,4661.8967,4369.0967,4522.4,4531.26,4482.53,4508.88,71.9164,50.2246,4507.5567,4532.5833,4483.8533,4556.2867,4458.8267,4581.3133,4435.1233,2026-W21,4516.4567,4579.2833,4443.9033,4651.8367,4381.0767,4714.6633,4308.5233,2026-W21,4519.18,4573.41,4454.09,4638.5,4399.86,4692.73,4334.77,2026-04,4673.69,4837.19,4458.18,5052.7,4294.68,5216.2,4079.17,2026-04,4670.91,4831.63,4456.29,5046.25,4295.57,5206.97,4080.95,4580.13,4453.63,4773.37,4453.63,4577.75,4467.19,4764.75,4464.95
XAUUSD,2026-05-28,40,2026-05-27,4456.29,4515.43,4527.24,4401.48,96.3007,0.0,4461.67,4521.86,4396.1,4587.43,4335.91,4647.62,4270.34,4404.86,4458.33,4404.78,4450.91,73.8514,0.0,4438.0067,4471.2333,4417.6833,4491.5567,4384.4567,4524.7833,4364.1333,2026-W21,4516.4567,4579.2833,4443.9033,4651.8367,4381.0767,4714.6633,4308.5233,2026-W21,4519.18,4573.41,4454.09,4638.5,4399.86,4692.73,4334.77,2026-04,4673.69,4837.19,4458.18,5052.7,4294.68,5216.2,4079.17,2026-04,4670.91,4831.63,4456.29,5046.25,4295.57,5206.97,4080.95,4580.13,4401.48,4773.37,4401.48,4577.75,4404.78,4764.75,4404.78
XAUUSD,2026-05-29,41,2026-05-28,4495.71,4463.13,4516.58,4366.35,102.1993,43.4572,4459.5467,4552.7433,4402.5133,4609.7767,4309.3167,4702.9733,4252.2833,4428.51,4516.58,4418.23,4497.98,77.495,44.8115,4477.5967,4536.9633,4438.6133,4575.9467,4379.2467,4635.3133,4340.2633,2026-W21,4516.4567,4579.2833,4443.9033,4651.8367,4381.0767,4714.6633,4308.5233,2026-W21,4519.18,4573.41,4454.09,4638.5,4399.86,4692.73,4334.77,2026-04,4673.69,4837.19,4458.18,5052.7,4294.68,5216.2,4079.17,2026-04,4670.91,4831.63,4456.29,5046.25,4295.57,5206.97,4080.95,4580.13,4366.35,4773.37,4366.35,4577.75,4404.78,4764.75,4404.78
XAUUSD,2026-06-01,42,2026-05-29,4539.99,4499.1,4595.21,4489.1,102.605,100.0,4541.4333,4593.7667,4487.6567,4647.5433,4435.3233,4699.8767,4381.5467,4528.03,4595.21,4522.42,4545.6,81.5657,100.0,4554.41,4586.4,4513.61,4627.2,4481.62,4659.19,4440.82,2026-W22,4500.5167,4634.6833,4405.8233,4729.3767,4271.6567,4863.5433,4176.9633,2026-W22,4515.1967,4625.6133,4435.1833,4705.6267,4324.7667,4816.0433,4244.7533,2026-05,4559.9033,4753.4567,4346.4367,4966.9233,4152.8833,5160.4767,3939.4167,2026-05,4571.71,4738.64,4378.67,4931.68,4211.74,5098.61,4018.7,4595.21,4366.35,4773.37,4366.35,4595.21,4404.78,4764.75,4404.78
XAUUSD,2026-06-02,43,2026-06-01,4484.78,4521.93,4545.87,4447.71,99.9643,44.507,4492.7867,4537.8633,4439.7033,4590.9467,4394.6267,4636.0233,4341.5433,4465.36,4495.44,4447.71,4481.2,81.7414,42.5103,4474.7833,4501.8567,4454.1267,4522.5133,4427.0533,4549.5867,4406.3967,2026-W22,4500.5167,4634.6833,4405.8233,4729.3767,4271.6567,4863.5433,4176.9633,2026-W22,4515.1967,4625.6133,4435.1833,4705.6267,4324.7667,4816.0433,4244.7533,2026-05,4559.9033,4753.4567,4346.4367,4966.9233,4152.8833,5160.4767,3939.4167,2026-05,4571.71,4738.64,4378.67,4931.68,4211.74,5098.61,4018.7,4595.21,4366.35,4773.37,4366.35,4595.21,4404.78,4764.75,4404.78
XAUUSD,2026-06-03,44,2026-06-02,4487.96,4485.59,4541.57,4463.07,101.4814,5.4461,4497.5333,4531.9967,4453.4967,4576.0333,4419.0333,4610.4967,4374.9967,4510.9,4514.5,4478.81,4487.95,80.9979,9.487,4493.7533,4508.6967,4473.0067,4529.4433,4458.0633,4544.3867,4437.3167,2026-W22,4500.5167,4634.6833,4405.8233,4729.3767,4271.6567,4863.5433,4176.9633,2026-W22,4515.1967,4625.6133,4435.1833,4705.6267,4324.7667,4816.0433,4244.7533,2026-05,4559.9033,4753.4567,4346.4367,4966.9233,4152.8833,5160.4767,3939.4167,2026-05,4571.71,4738.64,4378.67,4931.68,4211.74,5098.61,4018.7,4595.21,4366.35,4773.37,4366.35,4595.21,4404.78,4764.75,4404.78
XAUUSD,2026-06-04,45,2026-06-03,4434.48,4491.84,4496.74,4426.49,101.1864,5.6124,4452.57,4478.65,4408.4,4522.82,4382.32,4548.9,4338.15,4448.56,4459.72,4426.49,4443.82,81.9757,13.2665,4443.3433,4460.1967,4426.9667,4476.5733,4410.1133,4493.4267,4393.7367,2026-W22,4500.5167,4634.6833,4405.8233,4729.3767,4271.6567,4863.5433,4176.9633,2026-W22,4515.1967,4625.6133,4435.1833,4705.6267,4324.7667,4816.0433,4244.7533,2026-05,4559.9033,4753.4567,4346.4367,4966.9233,4152.8833,5160.4767,3939.4167,2026-05,4571.71,4738.64,4378.67,4931.68,4211.74,5098.61,4018.7,4595.21,4366.35,4773.37,4366.35,4595.21,4418.23,4764.75,4404.78
XAUUSD,2026-06-05,46,2026-06-04,4475.37,4436.73,4515.44,4423.98,96.7436,43.3294,4471.5967,4519.2133,4427.7533,4563.0567,4380.1367,4610.6733,4336.2933,4504.74,4515.44,4457.36,4480.62,76.9186,45.4714,4484.4733,4511.5867,4453.5067,4542.5533,4426.3933,4569.6667,4395.4267,2026-W22,4500.5167,4634.6833,4405.8233,4729.3767,4271.6567,4863.5433,4176.9633,2026-W22,4515.1967,4625.6133,4435.1833,4705.6267,4324.7667,4816.0433,4244.7533,2026-05,4559.9033,4753.4567,4346.4367,4966.9233,4152.8833,5160.4767,3939.4167,2026-05,4571.71,4738.64,4378.67,4931.68,4211.74,5098.61,4018.7,4595.21,4423.98,4773.37,4366.35,4595.21,4426.49,4764.75,4404.78
XAUUSD,2026-06-08,47,2026-06-05,4327.7,4473.69,4481.46,4311.82,101.4343,21.6854,4373.66,4435.5,4265.86,4543.3,4204.02,4605.14,4096.22,4404.8,4409.48,4313.97,4318.82,85.1014,18.5297,4347.4233,4380.8767,4285.3667,4442.9333,4251.9133,4476.3867,4189.8567,2026-W23,4395.13,4478.44,4244.39,4629.18,4161.08,4712.49,4010.34,2026-W23,4382.7433,4451.5167,4250.0467,4584.2133,4181.2733,4652.9867,4048.5767,2026-05,4559.9033,4753.4567,4346.4367,4966.9233,4152.8833,5160.4767,3939.4167,2026-05,4571.71,4738.64,4378.67,4931.68,4211.74,5098.61,4018.7,4545.87,4311.82,4773.37,4311.82,4515.44,4313.97,4764.75,4313.97
