report_id,report_date,strategy,direction,card_entry,stop_loss,tp1,tp2,tp3,card_R_points,management,entry_session,entry_rule,fill_status,fill_time_broker,fill_price,R_points,risk_vs_card,unit,exit_price,exit_time_broker,exit_reason,R,notes
SPX-2026-07-09,2026-07-09,Trade 2 - Pivot (sell limit daily P),SHORT,7508.9,7545.0,7472.9,7441.9,7405.9,36.1,3 units; Unit3 SL->entry-0.2R (7516.1) on TP2 fill; runner exit at daily P re-tag or session close,2026-07-10,IN BAND at 08:45 (+0.62R vs entry) - taken at market,FILLED,2026-07-10 08:45:00,7531.2,13.8,0.382,Unit 1,7545.0,2026-07-10 15:00:00,stopped out (TP1 reached later 2026-07-17 07:15:00),-1.0,
SPX-2026-07-09,2026-07-09,Trade 2 - Pivot (sell limit daily P),SHORT,7508.9,7545.0,7472.9,7441.9,7405.9,36.1,3 units; Unit3 SL->entry-0.2R (7516.1) on TP2 fill; runner exit at daily P re-tag or session close,2026-07-10,IN BAND at 08:45 (+0.62R vs entry) - taken at market,FILLED,2026-07-10 08:45:00,7531.2,13.8,0.382,Unit 2,7545.0,2026-07-10 15:00:00,stopped out (TP2 reached later 2026-07-17 16:15:00),-1.0,
SPX-2026-07-09,2026-07-09,Trade 2 - Pivot (sell limit daily P),SHORT,7508.9,7545.0,7472.9,7441.9,7405.9,36.1,3 units; Unit3 SL->entry-0.2R (7516.1) on TP2 fill; runner exit at daily P re-tag or session close,2026-07-10,IN BAND at 08:45 (+0.62R vs entry) - taken at market,FILLED,2026-07-10 08:45:00,7531.2,13.8,0.382,Unit 3,7545.0,2026-07-10 15:00:00,stopped out,-1.0,
SPX-2026-07-09,2026-07-09,Trade 3A - Momentum-Pullback (sell stop),SHORT,7438.0,7485.0,7410.0,7392.0,7344.0,47.0,3 units; 3A structural override on 100%-ext break,2026-07-10,RECOVERY to -0.5R,NO FILL,,,,,All units,,,08:45 price 7531.2 was +1.98R beyond entry (too close to / through the stop); price never recovered to the -0.5R level 7461.5 in the session.,0.0,
SPX-2026-07-10,2026-07-10,Trade 1 - Daily Directional,LONG,7543.64,7472.74,7614.54,7685.44,7663.29,70.9,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner time-stopped at the 10 Jul cash close 21:00 UK or the 3xATR cap,2026-07-13,IN BAND at 08:45 (+0.18R vs entry) - taken at market,FILLED,2026-07-13 08:45:00,7530.7,57.96,0.817,Unit 1,7472.74,2026-07-17 07:15:00,stopped out (TP1 reached later 2026-08-04 04:45:00),-1.0,TP3 not beyond TP2 (inverted ladder)
SPX-2026-07-10,2026-07-10,Trade 1 - Daily Directional,LONG,7543.64,7472.74,7614.54,7685.44,7663.29,70.9,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner time-stopped at the 10 Jul cash close 21:00 UK or the 3xATR cap,2026-07-13,IN BAND at 08:45 (+0.18R vs entry) - taken at market,FILLED,2026-07-13 08:45:00,7530.7,57.96,0.817,Unit 2,7472.74,2026-07-17 07:15:00,stopped out (TP2 reached later 2026-08-04 17:45:00),-1.0,TP3 not beyond TP2 (inverted ladder)
SPX-2026-07-10,2026-07-10,Trade 1 - Daily Directional,LONG,7543.64,7472.74,7614.54,7685.44,7663.29,70.9,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner time-stopped at the 10 Jul cash close 21:00 UK or the 3xATR cap,2026-07-13,IN BAND at 08:45 (+0.18R vs entry) - taken at market,FILLED,2026-07-13 08:45:00,7530.7,57.96,0.817,Unit 3,7510.2,2026-07-13 23:45:00,card runner time-stop at entry-session close,-0.354,TP3 not beyond TP2 (inverted ladder)
SPX-2026-07-10,2026-07-10,Trade 2 - Pivot (regime-aware),,,,,,,,,,,SUPPRESSED,,,,,All units,,,card suppressed at issue,0.0,
SPX-2026-07-10,2026-07-10,Trade 3C - Momentum-Breakout,,,,,,,,,,,SUPPRESSED,,,,,All units,,,card suppressed at issue,0.0,
SPX-2026-07-13,2026-07-13,Trade 1 - Daily Directional,LONG,7575.39,7480.25,7670.53,7765.67,7827.75,95.14,3 units; Unit3 SL->entry+0.2R (7594.4) on TP2 fill; runner CARD-SPECIFIED session-close time-stop / 3xATR cap,2026-07-14,IN BAND at 08:45 (+0.53R vs entry) - taken at market,FILLED,2026-07-14 08:45:00,7525.0,44.75,0.47,Unit 1,7480.25,2026-07-17 07:00:00,stopped out (TP1 reached later 2026-08-04 17:00:00),-1.0,
SPX-2026-07-13,2026-07-13,Trade 1 - Daily Directional,LONG,7575.39,7480.25,7670.53,7765.67,7827.75,95.14,3 units; Unit3 SL->entry+0.2R (7594.4) on TP2 fill; runner CARD-SPECIFIED session-close time-stop / 3xATR cap,2026-07-14,IN BAND at 08:45 (+0.53R vs entry) - taken at market,FILLED,2026-07-14 08:45:00,7525.0,44.75,0.47,Unit 2,7480.25,2026-07-17 07:00:00,stopped out (TP2 reached later 2026-08-05 06:15:00),-1.0,
SPX-2026-07-13,2026-07-13,Trade 1 - Daily Directional,LONG,7575.39,7480.25,7670.53,7765.67,7827.75,95.14,3 units; Unit3 SL->entry+0.2R (7594.4) on TP2 fill; runner CARD-SPECIFIED session-close time-stop / 3xATR cap,2026-07-14,IN BAND at 08:45 (+0.53R vs entry) - taken at market,FILLED,2026-07-14 08:45:00,7525.0,44.75,0.47,Unit 3,7547.6,2026-07-14 23:45:00,card runner time-stop at entry-session close,0.505,
SPX-2026-07-13,2026-07-13,Trade 2 - Pivot (TRANSITION breakout side),LONG,7577.84,7505.84,7577.84,7589.25,7620.0,72.0,3 units; standard BE+0.2R on Unit 2 fill,,DUD SCREEN,REJECTED - DUD,,,,,All units,,,Card not taken: TP1 on the wrong side of entry.,0.0,TP1 on the wrong side of entry
SPX-2026-07-13,2026-07-13,Trade 3C - Momentum-Breakout,,,,,,,,,,,SUPPRESSED,,,,,All units,,,card suppressed at issue,0.0,
SPX-2026-07-14,2026-07-14,Trade 1 - Daily Directional,LONG,7575.39,7529.06,7621.7,7668.0,7743.0,46.3,3 units; Unit3 SL->entry+0.2R (7584.7) on TP2 fill; runner session-close time-stop + 3xATR cap,2026-07-15,IN BAND at 08:45 (+0.28R vs entry) - taken at market,FILLED,2026-07-15 08:45:00,7562.5,33.44,0.722,Unit 1,7529.06,2026-07-15 19:30:00,stopped out (TP1 reached later 2026-08-04 09:00:00),-1.0,
SPX-2026-07-14,2026-07-14,Trade 1 - Daily Directional,LONG,7575.39,7529.06,7621.7,7668.0,7743.0,46.3,3 units; Unit3 SL->entry+0.2R (7584.7) on TP2 fill; runner session-close time-stop + 3xATR cap,2026-07-15,IN BAND at 08:45 (+0.28R vs entry) - taken at market,FILLED,2026-07-15 08:45:00,7562.5,33.44,0.722,Unit 2,7529.06,2026-07-15 19:30:00,stopped out (TP2 reached later 2026-08-04 17:00:00),-1.0,
SPX-2026-07-14,2026-07-14,Trade 1 - Daily Directional,LONG,7575.39,7529.06,7621.7,7668.0,7743.0,46.3,3 units; Unit3 SL->entry+0.2R (7584.7) on TP2 fill; runner session-close time-stop + 3xATR cap,2026-07-15,IN BAND at 08:45 (+0.28R vs entry) - taken at market,FILLED,2026-07-15 08:45:00,7562.5,33.44,0.722,Unit 3,7529.06,2026-07-15 19:30:00,stopped out,-1.0,
SPX-2026-07-14,2026-07-14,Trade 2 - Pivot (buy limit daily P),LONG,7554.49,7482.72,7600.83,7626.26,7672.6,71.77,3 units; Unit3 SL->entry+0.2R on TP2 fill,2026-07-15,WAITED: 08:45 was -0.11R worse; filled on the return to entry 7554.49,FILLED,2026-07-15 10:15:00,7554.49,71.77,1.0,Unit 1,7482.72,2026-07-17 07:00:00,stopped out (TP1 reached later 2026-08-03 20:45:00),-1.0,
SPX-2026-07-14,2026-07-14,Trade 2 - Pivot (buy limit daily P),LONG,7554.49,7482.72,7600.83,7626.26,7672.6,71.77,3 units; Unit3 SL->entry+0.2R on TP2 fill,2026-07-15,WAITED: 08:45 was -0.11R worse; filled on the return to entry 7554.49,FILLED,2026-07-15 10:15:00,7554.49,71.77,1.0,Unit 2,7482.72,2026-07-17 07:00:00,stopped out (TP2 reached later 2026-08-04 14:30:00),-1.0,
SPX-2026-07-14,2026-07-14,Trade 2 - Pivot (buy limit daily P),LONG,7554.49,7482.72,7600.83,7626.26,7672.6,71.77,3 units; Unit3 SL->entry+0.2R on TP2 fill,2026-07-15,WAITED: 08:45 was -0.11R worse; filled on the return to entry 7554.49,FILLED,2026-07-15 10:15:00,7554.49,71.77,1.0,Unit 3,7482.72,2026-07-17 07:00:00,stopped out,-1.0,
SPX-2026-07-14,2026-07-14,Trade 3A - Momentum-Pullback (breakout stop),LONG,7581.0,7508.16,7620.9,7739.0,7800.0,72.84,3 units; structural runner override on extension,2026-07-15,IN BAND at 08:45 (+0.25R vs entry) - taken at market,FILLED,2026-07-15 08:45:00,7562.5,54.34,0.746,Unit 1,7508.16,2026-07-16 22:45:00,stopped out (TP1 reached later 2026-08-04 08:30:00),-1.0,
SPX-2026-07-14,2026-07-14,Trade 3A - Momentum-Pullback (breakout stop),LONG,7581.0,7508.16,7620.9,7739.0,7800.0,72.84,3 units; structural runner override on extension,2026-07-15,IN BAND at 08:45 (+0.25R vs entry) - taken at market,FILLED,2026-07-15 08:45:00,7562.5,54.34,0.746,Unit 2,7508.16,2026-07-16 22:45:00,stopped out (TP2 reached later 2026-08-04 20:15:00),-1.0,
SPX-2026-07-14,2026-07-14,Trade 3A - Momentum-Pullback (breakout stop),LONG,7581.0,7508.16,7620.9,7739.0,7800.0,72.84,3 units; structural runner override on extension,2026-07-15,IN BAND at 08:45 (+0.25R vs entry) - taken at market,FILLED,2026-07-15 08:45:00,7562.5,54.34,0.746,Unit 3,7508.16,2026-07-16 22:45:00,stopped out,-1.0,
SPX-2026-07-15,2026-07-15,Trade 1 - Daily Directional,LONG,7543.6,7483.4,7603.8,7664.0,7724.0,60.2,3 units; Unit3 SL->entry+0.2R (7555.6) on TP2 fill; runner CARD-SPECIFIED session-close time-stop / 3xATR cap,2026-07-16,WAITED: 08:45 was -0.57R worse; filled on the return to entry 7543.60,FILLED,2026-07-16 14:45:00,7543.6,60.2,1.0,Unit 1,7483.4,2026-07-17 06:45:00,stopped out (TP1 reached later 2026-08-03 21:00:00),-1.0,
SPX-2026-07-15,2026-07-15,Trade 1 - Daily Directional,LONG,7543.6,7483.4,7603.8,7664.0,7724.0,60.2,3 units; Unit3 SL->entry+0.2R (7555.6) on TP2 fill; runner CARD-SPECIFIED session-close time-stop / 3xATR cap,2026-07-16,WAITED: 08:45 was -0.57R worse; filled on the return to entry 7543.60,FILLED,2026-07-16 14:45:00,7543.6,60.2,1.0,Unit 2,7483.4,2026-07-17 06:45:00,stopped out (TP2 reached later 2026-08-04 17:00:00),-1.0,
SPX-2026-07-15,2026-07-15,Trade 1 - Daily Directional,LONG,7543.6,7483.4,7603.8,7664.0,7724.0,60.2,3 units; Unit3 SL->entry+0.2R (7555.6) on TP2 fill; runner CARD-SPECIFIED session-close time-stop / 3xATR cap,2026-07-16,WAITED: 08:45 was -0.57R worse; filled on the return to entry 7543.60,FILLED,2026-07-16 14:45:00,7543.6,60.2,1.0,Unit 3,7526.2,2026-07-16 23:45:00,card runner time-stop at entry-session close,-0.289,
SPX-2026-07-15,2026-07-15,Trade 2 - Pivot (TRANSITION breakout side),LONG,7530.6,7497.8,7553.2,7572.2,7591.1,32.8,3 units; Unit3 SL->entry+0.2R (7537.16) on TP2 fill,2026-07-16,WAITED: 08:45 was -1.44R worse; filled on the return to entry 7530.60,FILLED,2026-07-16 21:30:00,7530.6,32.8,1.0,Unit 1,7497.8,2026-07-17 04:30:00,stopped out (TP1 reached later 2026-08-03 16:45:00),-1.0,
SPX-2026-07-15,2026-07-15,Trade 2 - Pivot (TRANSITION breakout side),LONG,7530.6,7497.8,7553.2,7572.2,7591.1,32.8,3 units; Unit3 SL->entry+0.2R (7537.16) on TP2 fill,2026-07-16,WAITED: 08:45 was -1.44R worse; filled on the return to entry 7530.60,FILLED,2026-07-16 21:30:00,7530.6,32.8,1.0,Unit 2,7497.8,2026-07-17 04:30:00,stopped out (TP2 reached later 2026-08-03 17:30:00),-1.0,
SPX-2026-07-15,2026-07-15,Trade 2 - Pivot (TRANSITION breakout side),LONG,7530.6,7497.8,7553.2,7572.2,7591.1,32.8,3 units; Unit3 SL->entry+0.2R (7537.16) on TP2 fill,2026-07-16,WAITED: 08:45 was -1.44R worse; filled on the return to entry 7530.60,FILLED,2026-07-16 21:30:00,7530.6,32.8,1.0,Unit 3,7497.8,2026-07-17 04:30:00,stopped out,-1.0,
SPX-2026-07-15,2026-07-15,Trade 3C - Momentum-Breakout,,,,,,,,,,,SUPPRESSED,,,,,All units,,,card suppressed at issue,0.0,
SPX-2026-07-16,2026-07-16,Trade 1 - Daily Directional,LONG,7543.59,7402.26,7684.93,7826.26,7778.37,141.34,3 units; Unit3 SL->entry+0.2R (7571.86) on TP2 fill; runner 3xATR cap or session close,2026-07-17,IN BAND at 08:45 (+0.54R vs entry) - taken at market,FILLED,2026-07-17 08:45:00,7466.6,64.34,0.455,Unit 1,7402.26,2026-07-23 18:00:00,stopped out (TP1 reached later 2026-08-04 17:45:00),-1.0,TP3 not beyond TP2 (inverted ladder)
SPX-2026-07-16,2026-07-16,Trade 1 - Daily Directional,LONG,7543.59,7402.26,7684.93,7826.26,7778.37,141.34,3 units; Unit3 SL->entry+0.2R (7571.86) on TP2 fill; runner 3xATR cap or session close,2026-07-17,IN BAND at 08:45 (+0.54R vs entry) - taken at market,FILLED,2026-07-17 08:45:00,7466.6,64.34,0.455,Unit 2,7402.26,2026-07-23 18:00:00,stopped out (TP2 never reached),-1.0,TP3 not beyond TP2 (inverted ladder)
SPX-2026-07-16,2026-07-16,Trade 1 - Daily Directional,LONG,7543.59,7402.26,7684.93,7826.26,7778.37,141.34,3 units; Unit3 SL->entry+0.2R (7571.86) on TP2 fill; runner 3xATR cap or session close,2026-07-17,IN BAND at 08:45 (+0.54R vs entry) - taken at market,FILLED,2026-07-17 08:45:00,7466.6,64.34,0.455,Unit 3,7455.3,2026-07-17 23:45:00,card runner time-stop at entry-session close,-0.176,TP3 not beyond TP2 (inverted ladder)
SPX-2026-07-16,2026-07-16,Trade 2 - Pivot (buy limit daily P),LONG,7538.09,7518.73,7562.94,7572.62,7590.0,19.36,3 units; standard tranche rule,2026-07-17,RECOVERY to -0.5R,NO FILL,,,,,All units,,,08:45 price 7466.6 was +3.69R beyond entry (too close to / through the stop); price never recovered to the -0.5R level 7528.4 in the session.,0.0,
SPX-2026-07-16,2026-07-16,Trade 3C - Transition Breakout,,,,,,,,,,,SUPPRESSED,,,,,All units,,,card suppressed at issue,0.0,
SPX-2026-07-17,2026-07-17,Trade 1 - Daily Directional,SHORT,7542.76,7586.27,7499.25,7455.75,7327.55,43.51,3 units; Unit3 SL->entry+0.2R (7534.06) on TP2 fill,2026-07-20,WAIT for entry,NO FILL,,,,,All units,,,08:45 price 7458.3 was -1.94R worse than entry 7542.76; price never traded back to entry in the session (range from 08:45: 7437.8-7512.8).,0.0,
SPX-2026-07-17,2026-07-17,Trade 2 - Pivot (buy limit daily S1),LONG,7501.61,7453.57,7549.65,7597.7,7716.82,48.04,3 units; Unit3 SL->entry-0.2R on TP2 fill,2026-07-20,RECOVERY: 08:45 was +0.90R beyond entry; took the -0.5R level 7477.59,FILLED,2026-07-20 10:30:00,7477.59,24.02,0.5,Unit 1,7453.57,2026-07-20 21:30:00,stopped out (TP1 reached later 2026-08-03 16:45:00),-1.0,
SPX-2026-07-17,2026-07-17,Trade 2 - Pivot (buy limit daily S1),LONG,7501.61,7453.57,7549.65,7597.7,7716.82,48.04,3 units; Unit3 SL->entry-0.2R on TP2 fill,2026-07-20,RECOVERY: 08:45 was +0.90R beyond entry; took the -0.5R level 7477.59,FILLED,2026-07-20 10:30:00,7477.59,24.02,0.5,Unit 2,7453.57,2026-07-20 21:30:00,stopped out (TP2 reached later 2026-08-03 20:30:00),-1.0,
SPX-2026-07-17,2026-07-17,Trade 2 - Pivot (buy limit daily S1),LONG,7501.61,7453.57,7549.65,7597.7,7716.82,48.04,3 units; Unit3 SL->entry-0.2R on TP2 fill,2026-07-20,RECOVERY: 08:45 was +0.90R beyond entry; took the -0.5R level 7477.59,FILLED,2026-07-20 10:30:00,7477.59,24.02,0.5,Unit 3,7453.57,2026-07-20 21:30:00,stopped out,-1.0,
SPX-2026-07-17,2026-07-17,Trade 3 - Pivot fade (sell limit daily R1),SHORT,7568.33,7599.43,7537.23,7506.12,7353.12,31.1,3 units; Unit3 SL->entry+0.2R on TP2 fill,2026-07-20,WAIT for entry,NO FILL,,,,,All units,,,08:45 price 7458.3 was -3.54R worse than entry 7568.33; price never traded back to entry in the session (range from 08:45: 7437.8-7512.8).,0.0,
SPX-2026-07-20,2026-07-20,Trade 1 - Daily Directional,SHORT,7457.69,7516.52,7398.86,7340.04,7241.13,58.83,3 units; Unit3 SL->entry-0.2R on TP2 fill; runner CARD-SPECIFIED 3xATR / session-close time-stop,2026-07-21,IN BAND at 08:45 (+0.43R vs entry) - taken at market,FILLED,2026-07-21 08:45:00,7483.0,33.52,0.57,Unit 1,7516.52,2026-07-22 17:00:00,stopped out (TP1 reached later 2026-07-23 18:00:00),-1.0,
SPX-2026-07-20,2026-07-20,Trade 1 - Daily Directional,SHORT,7457.69,7516.52,7398.86,7340.04,7241.13,58.83,3 units; Unit3 SL->entry-0.2R on TP2 fill; runner CARD-SPECIFIED 3xATR / session-close time-stop,2026-07-21,IN BAND at 08:45 (+0.43R vs entry) - taken at market,FILLED,2026-07-21 08:45:00,7483.0,33.52,0.57,Unit 2,7516.52,2026-07-22 17:00:00,stopped out (TP2 reached later 2026-07-29 22:30:00),-1.0,
SPX-2026-07-20,2026-07-20,Trade 1 - Daily Directional,SHORT,7457.69,7516.52,7398.86,7340.04,7241.13,58.83,3 units; Unit3 SL->entry-0.2R on TP2 fill; runner CARD-SPECIFIED 3xATR / session-close time-stop,2026-07-21,IN BAND at 08:45 (+0.43R vs entry) - taken at market,FILLED,2026-07-21 08:45:00,7483.0,33.52,0.57,Unit 3,7503.7,2026-07-21 23:45:00,card runner time-stop at entry-session close,-0.618,
SPX-2026-07-20,2026-07-20,Trade 2 - Pivot (TRANSITION down-break side),SHORT,7458.87,7487.44,7426.48,7410.87,7395.26,28.57,3 units; Unit3 SL->entry-0.2R on TP2 fill,2026-07-21,RECOVERY: 08:45 was +0.84R beyond entry; took the -0.5R level 7473.15,FILLED,2026-07-21 15:15:00,7473.15,14.28,0.5,Unit 1,7487.44,2026-07-21 16:15:00,stopped out (TP1 reached later 2026-07-23 15:45:00),-1.0,
SPX-2026-07-20,2026-07-20,Trade 2 - Pivot (TRANSITION down-break side),SHORT,7458.87,7487.44,7426.48,7410.87,7395.26,28.57,3 units; Unit3 SL->entry-0.2R on TP2 fill,2026-07-21,RECOVERY: 08:45 was +0.84R beyond entry; took the -0.5R level 7473.15,FILLED,2026-07-21 15:15:00,7473.15,14.28,0.5,Unit 2,7487.44,2026-07-21 16:15:00,stopped out (TP2 reached later 2026-07-23 16:30:00),-1.0,
SPX-2026-07-20,2026-07-20,Trade 2 - Pivot (TRANSITION down-break side),SHORT,7458.87,7487.44,7426.48,7410.87,7395.26,28.57,3 units; Unit3 SL->entry-0.2R on TP2 fill,2026-07-21,RECOVERY: 08:45 was +0.84R beyond entry; took the -0.5R level 7473.15,FILLED,2026-07-21 15:15:00,7473.15,14.28,0.5,Unit 3,7487.44,2026-07-21 16:15:00,stopped out,-1.0,
SPX-2026-07-20,2026-07-20,Trade 3C - Momentum-Breakout (conditional),SHORT,7276.13,7470.83,6999.76,6852.55,,194.7,3 units; on Unit 2 fill Unit 3 stop to the broken boundary,,conditional,NO TRIGGER,,,,,All units,,,confirming close beyond 7276.13 never printed,0.0,
SPX-2026-07-21,2026-07-21,Trade 1 - Daily Directional,SHORT,7443.0,7502.0,7384.0,7325.0,7245.0,59.0,3 units; Unit3 SL->entry-0.2R (7455) on TP2 fill; runner CARD-SPECIFIED session-close time-stop / 3xATR cap,2026-07-22,RECOVERY: 08:45 was +0.89R beyond entry; took the -0.5R level 7472.50,FILLED,2026-07-22 15:45:00,7472.5,29.5,0.5,Unit 1,7502.0,2026-07-22 16:45:00,stopped out (TP1 reached later 2026-07-23 18:15:00),-1.0,
SPX-2026-07-21,2026-07-21,Trade 1 - Daily Directional,SHORT,7443.0,7502.0,7384.0,7325.0,7245.0,59.0,3 units; Unit3 SL->entry-0.2R (7455) on TP2 fill; runner CARD-SPECIFIED session-close time-stop / 3xATR cap,2026-07-22,RECOVERY: 08:45 was +0.89R beyond entry; took the -0.5R level 7472.50,FILLED,2026-07-22 15:45:00,7472.5,29.5,0.5,Unit 2,7502.0,2026-07-22 16:45:00,stopped out (TP2 reached later 2026-07-29 22:45:00),-1.0,
SPX-2026-07-21,2026-07-21,Trade 1 - Daily Directional,SHORT,7443.0,7502.0,7384.0,7325.0,7245.0,59.0,3 units; Unit3 SL->entry-0.2R (7455) on TP2 fill; runner CARD-SPECIFIED session-close time-stop / 3xATR cap,2026-07-22,RECOVERY: 08:45 was +0.89R beyond entry; took the -0.5R level 7472.50,FILLED,2026-07-22 15:45:00,7472.5,29.5,0.5,Unit 3,7502.0,2026-07-22 16:45:00,stopped out,-1.0,
SPX-2026-07-21,2026-07-21,Trade 2 - Pivot (regime-aware),,,,,,,,,,,SUPPRESSED,,,,,All units,,,card suppressed at issue,0.0,
SPX-2026-07-21,2026-07-21,Trade 3C - Momentum-Breakout (conditional short),SHORT,7443.0,7530.0,7094.0,6933.0,6800.0,87.0,3 units; structural TPs preserved,2026-07-24,WAITED: 08:45 was -0.36R worse; filled on the return to entry 7443.00,FILLED,2026-07-24 18:00:00,7443.0,87.0,1.0,Unit 1,7530.0,2026-08-03 04:45:00,confirmed close 7418.0 on 2026-07-23; stopped out (TP1 never reached),-1.0,
SPX-2026-07-21,2026-07-21,Trade 3C - Momentum-Breakout (conditional short),SHORT,7443.0,7530.0,7094.0,6933.0,6800.0,87.0,3 units; structural TPs preserved,2026-07-24,WAITED: 08:45 was -0.36R worse; filled on the return to entry 7443.00,FILLED,2026-07-24 18:00:00,7443.0,87.0,1.0,Unit 2,7530.0,2026-08-03 04:45:00,confirmed close 7418.0 on 2026-07-23; stopped out (TP2 never reached),-1.0,
SPX-2026-07-21,2026-07-21,Trade 3C - Momentum-Breakout (conditional short),SHORT,7443.0,7530.0,7094.0,6933.0,6800.0,87.0,3 units; structural TPs preserved,2026-07-24,WAITED: 08:45 was -0.36R worse; filled on the return to entry 7443.00,FILLED,2026-07-24 18:00:00,7443.0,87.0,1.0,Unit 3,7530.0,2026-08-03 04:45:00,confirmed close 7418.0 on 2026-07-23; stopped out,-1.0,
SPX-2026-07-22,2026-07-22,Trade 1 - Daily Directional,,,,,,,,,,,SUPPRESSED,,,,,All units,,,card suppressed at issue,0.0,
SPX-2026-07-22,2026-07-22,Trade 2 - Pivot (regime-aware),,,,,,,,,,,SUPPRESSED,,,,,All units,,,card suppressed at issue,0.0,
SPX-2026-07-22,2026-07-22,"Trade 3B - Mean-Reversion (range fade, short leg)",SHORT,7524.1,7556.5,7442.9,7329.3,7300.9,32.4,"3 units; Unit1 to range mid, Unit2 to opposite side -10%, Unit3 runner on a range break",2026-07-23,WAIT for entry,NO FILL,,,,,All units,,,08:45 price 7493.3 was -0.95R worse than entry 7524.1; price never traded back to entry in the session (range from 08:45: 7375.3-7493.4).,0.0,
SPX-2026-07-23,2026-07-23,Trade 1 - Daily Directional,SHORT,7498.96,7521.14,7476.78,7454.6,7286.22,22.18,3 units; Unit3 SL->entry-0.2R on TP2 fill; runner CARD-SPECIFIED session-close time-stop / 3xATR cap,2026-07-24,WAIT for entry,NO FILL,,,,,All units,,,08:45 price 7411.4 was -3.95R worse than entry 7498.96; price never traded back to entry in the session (range from 08:45: 7395.6-7460.2).,0.0,
SPX-2026-07-23,2026-07-23,Trade 2 - Pivot (buy limit daily S1),LONG,7483.19,7414.64,7551.74,7620.28,7695.92,68.55,3 units; Unit3 SL->entry+0.2R on TP2 fill,2026-07-24,RECOVERY: 08:45 was +1.05R beyond entry; took the -0.5R level 7448.91,FILLED,2026-07-24 18:15:00,7448.91,34.27,0.5,Unit 1,7414.64,2026-07-24 21:15:00,stopped out (TP1 reached later 2026-08-03 16:45:00),-1.0,
SPX-2026-07-23,2026-07-23,Trade 2 - Pivot (buy limit daily S1),LONG,7483.19,7414.64,7551.74,7620.28,7695.92,68.55,3 units; Unit3 SL->entry+0.2R on TP2 fill,2026-07-24,RECOVERY: 08:45 was +1.05R beyond entry; took the -0.5R level 7448.91,FILLED,2026-07-24 18:15:00,7448.91,34.27,0.5,Unit 2,7414.64,2026-07-24 21:15:00,stopped out (TP2 reached later 2026-08-04 08:30:00),-1.0,
SPX-2026-07-23,2026-07-23,Trade 2 - Pivot (buy limit daily S1),LONG,7483.19,7414.64,7551.74,7620.28,7695.92,68.55,3 units; Unit3 SL->entry+0.2R on TP2 fill,2026-07-24,RECOVERY: 08:45 was +1.05R beyond entry; took the -0.5R level 7448.91,FILLED,2026-07-24 18:15:00,7448.91,34.27,0.5,Unit 3,7414.64,2026-07-24 21:15:00,stopped out,-1.0,
SPX-2026-07-23,2026-07-23,Trade 3 - Pivot fade (sell limit daily R2),SHORT,7540.65,7588.26,7504.03,7490.13,7483.19,47.61,3 units; runner exit at daily S1,2026-07-24,WAIT for entry,NO FILL,,,,,All units,,,08:45 price 7411.4 was -2.71R worse than entry 7540.65; price never traded back to entry in the session (range from 08:45: 7395.6-7460.2).,0.0,
SPX-2026-07-24,2026-07-24,Trade 1 - Daily Directional,SHORT,7408.3,7446.52,7370.08,7331.86,7190.5,38.22,"3 units; Unit3 SL->entry-0.2R on TP2 fill; runner 3xATR cap, time-stopped at the cash close",2026-07-27,RECOVERY: 08:45 was +1.84R beyond entry; took the -0.5R level 7427.41,FILLED,2026-07-27 17:15:00,7427.41,19.11,0.5,Unit 1,7446.52,2026-07-28 18:45:00,stopped out (TP1 reached later 2026-07-29 17:15:00),-1.0,
SPX-2026-07-24,2026-07-24,Trade 1 - Daily Directional,SHORT,7408.3,7446.52,7370.08,7331.86,7190.5,38.22,"3 units; Unit3 SL->entry-0.2R on TP2 fill; runner 3xATR cap, time-stopped at the cash close",2026-07-27,RECOVERY: 08:45 was +1.84R beyond entry; took the -0.5R level 7427.41,FILLED,2026-07-27 17:15:00,7427.41,19.11,0.5,Unit 2,7446.52,2026-07-28 18:45:00,stopped out (TP2 reached later 2026-07-29 22:30:00),-1.0,
SPX-2026-07-24,2026-07-24,Trade 1 - Daily Directional,SHORT,7408.3,7446.52,7370.08,7331.86,7190.5,38.22,"3 units; Unit3 SL->entry-0.2R on TP2 fill; runner 3xATR cap, time-stopped at the cash close",2026-07-27,RECOVERY: 08:45 was +1.84R beyond entry; took the -0.5R level 7427.41,FILLED,2026-07-27 17:15:00,7427.41,19.11,0.5,Unit 3,7417.8,2026-07-27 23:45:00,card runner time-stop at entry-session close,0.503,
SPX-2026-07-24,2026-07-24,Trade 2 - Pivot (sell limit daily P),SHORT,7428.37,7479.28,7375.53,7342.77,7289.93,50.91,3 units; Unit3 SL->entry-0.2R on TP2 fill,2026-07-27,RECOVERY: 08:45 was +0.99R beyond entry; took the -0.5R level 7453.82,FILLED,2026-07-27 16:45:00,7453.82,25.45,0.5,Unit 1,7375.53,2026-07-29 17:00:00,TP1 reached,3.076,
