card_id,report_date,strategy,family,direction,entry_mode,entry,stop,tp1,tp2,tp3,card_R_points,policy,source,fill_status,entry_session,entry_rule,fill_reason,fill_ts,fill_px,R_points,risk_vs_card,unit,exit_px,exit_ts,exit_reason,R,R_card
2026-06-15_Trade_1,2026-06-15,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,7431.51,7338.91,7524.0,7616.6,7709.1,92.6,usopen,baseline,FILLED,2026-06-16,MARKET at 16:30 open,,2026-06-16 16:30:00,7562.9,223.99,2.419,Unit 2,7338.91,2026-06-25 16:45:00,stopped out,-1.0,-1.0
2026-06-15_Trade_1,2026-06-15,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,7431.51,7338.91,7524.0,7616.6,7709.1,92.6,usopen,baseline,FILLED,2026-06-16,MARKET at 16:30 open,,2026-06-16 16:30:00,7562.9,223.99,2.419,Unit 3,7517.4,2026-06-16 23:45:00,card runner time-stop at entry-session close,-0.203,0.928
2026-06-15_Trade_2,2026-06-15,Trade 2 - Pivot (buy stop daily R1),Trade 2,LONG,STOP,7470.9,7416.86,7524.9,7578.98,7620.0,54.04,usopen,baseline,FILLED,2026-06-16,STOP already marketable at 16:30 - filled at open,,2026-06-16 16:30:00,7562.9,146.04,2.702,Unit 1,7524.9,2026-06-16 16:30:00,TP1 reached,-0.26,0.999
2026-06-15_Trade_2,2026-06-15,Trade 2 - Pivot (buy stop daily R1),Trade 2,LONG,STOP,7470.9,7416.86,7524.9,7578.98,7620.0,54.04,usopen,baseline,FILLED,2026-06-16,STOP already marketable at 16:30 - filled at open,,2026-06-16 16:30:00,7562.9,146.04,2.702,Unit 2,7416.86,2026-06-17 22:30:00,stopped out,-1.0,-1.0
2026-06-15_Trade_2,2026-06-15,Trade 2 - Pivot (buy stop daily R1),Trade 2,LONG,STOP,7470.9,7416.86,7524.9,7578.98,7620.0,54.04,usopen,baseline,FILLED,2026-06-16,STOP already marketable at 16:30 - filled at open,,2026-06-16 16:30:00,7562.9,146.04,2.702,Unit 3,7416.86,2026-06-17 22:30:00,stopped out,-1.0,-1.0
2026-06-15_Trade_3C,2026-06-15,Trade 3C - Breakout (buy stop 5-day swing high),Trade 3C,LONG,STOP,7483.15,7416.96,7549.3,7615.5,7866.2,66.19,usopen,baseline,FILLED,2026-06-16,STOP already marketable at 16:30 - filled at open,,2026-06-16 16:30:00,7562.9,145.94,2.205,Unit 1,7549.3,2026-06-16 16:30:00,TP1 reached,-0.093,0.999
2026-06-15_Trade_3C,2026-06-15,Trade 3C - Breakout (buy stop 5-day swing high),Trade 3C,LONG,STOP,7483.15,7416.96,7549.3,7615.5,7866.2,66.19,usopen,baseline,FILLED,2026-06-16,STOP already marketable at 16:30 - filled at open,,2026-06-16 16:30:00,7562.9,145.94,2.205,Unit 2,7416.96,2026-06-17 22:30:00,stopped out,-1.0,-1.0
2026-06-15_Trade_3C,2026-06-15,Trade 3C - Breakout (buy stop 5-day swing high),Trade 3C,LONG,STOP,7483.15,7416.96,7549.3,7615.5,7866.2,66.19,usopen,baseline,FILLED,2026-06-16,STOP already marketable at 16:30 - filled at open,,2026-06-16 16:30:00,7562.9,145.94,2.205,Unit 3,7416.96,2026-06-17 22:30:00,stopped out,-1.0,-1.0
2026-06-16_Trade_1,2026-06-16,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,7431.24,7389.24,7473.68,7515.9,7558.12,42.0,usopen,baseline,FILLED,2026-06-17,MARKET at 16:30 open,,2026-06-17 16:30:00,7531.7,142.46,3.392,Unit 1,7473.68,2026-06-17 16:30:00,TP1 reached,-0.407,1.01
2026-06-16_Trade_1,2026-06-16,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,7431.24,7389.24,7473.68,7515.9,7558.12,42.0,usopen,baseline,FILLED,2026-06-17,MARKET at 16:30 open,,2026-06-17 16:30:00,7531.7,142.46,3.392,Unit 2,7515.9,2026-06-17 16:30:00,TP2 reached,-0.111,2.016
2026-06-16_Trade_1,2026-06-16,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,7431.24,7389.24,7473.68,7515.9,7558.12,42.0,usopen,baseline,FILLED,2026-06-17,MARKET at 16:30 open,,2026-06-17 16:30:00,7531.7,142.46,3.392,Unit 3,7560.19,2026-06-17 16:30:00,BE trail hit (BE_0.2R_ON_TP2),0.2,3.07
2026-06-16_Trade_2,2026-06-16,Trade 2 - Pivot (buy limit daily S1),Trade 2,LONG,LIMIT,7398.71,7353.41,7443.7,7488.7,7509.11,45.3,usopen,baseline,NO FILL,2026-06-17,,LIMIT 7398.71 not reached from 16:30 to 23:00 on 2026-06-17 (range 7408.5-7540.0),,,,,All,,,,0.0,0.0
2026-06-16_Trade_3A,2026-06-16,Trade 3A - Momentum-Pullback (pivot confluence),Trade 3A,LONG,LIMIT,7400.0,7330.0,7470.0,7506.0,7577.0,70.0,usopen,baseline,NO FILL,2026-06-17,,LIMIT 7400.0 not reached from 16:30 to 23:00 on 2026-06-17 (range 7408.5-7540.0),,,,,All,,,,0.0,0.0
2026-06-17_Trade_1,2026-06-17,Trade 1 - Daily Directional,Trade 1,LONG,LIMIT,7558.0,7475.0,7641.0,7724.0,7800.0,83.0,usopen,baseline,FILLED,2026-06-18,LIMIT already marketable at 16:30 - filled at open,,2026-06-18 16:30:00,7514.1,39.1,0.471,Unit 1,7475.0,2026-06-18 16:30:00,stopped out,-1.0,-1.0
2026-06-17_Trade_1,2026-06-17,Trade 1 - Daily Directional,Trade 1,LONG,LIMIT,7558.0,7475.0,7641.0,7724.0,7800.0,83.0,usopen,baseline,FILLED,2026-06-18,LIMIT already marketable at 16:30 - filled at open,,2026-06-18 16:30:00,7514.1,39.1,0.471,Unit 2,7475.0,2026-06-18 16:30:00,stopped out,-1.0,-1.0
2026-06-17_Trade_1,2026-06-17,Trade 1 - Daily Directional,Trade 1,LONG,LIMIT,7558.0,7475.0,7641.0,7724.0,7800.0,83.0,usopen,baseline,FILLED,2026-06-18,LIMIT already marketable at 16:30 - filled at open,,2026-06-18 16:30:00,7514.1,39.1,0.471,Unit 3,7475.0,2026-06-18 16:30:00,stopped out,-1.0,-1.0
2026-06-17_Trade_2,2026-06-17,Trade 2 - Pivot (buy limit daily S1),Trade 2,LONG,LIMIT,7527.0,7470.0,7584.0,7610.0,7632.0,57.0,usopen,baseline,FILLED,2026-06-18,LIMIT already marketable at 16:30 - filled at open,,2026-06-18 16:30:00,7514.1,44.1,0.774,Unit 1,7470.0,2026-06-19 07:00:00,stopped out,-1.0,-1.0
2026-06-17_Trade_2,2026-06-17,Trade 2 - Pivot (buy limit daily S1),Trade 2,LONG,LIMIT,7527.0,7470.0,7584.0,7610.0,7632.0,57.0,usopen,baseline,FILLED,2026-06-18,LIMIT already marketable at 16:30 - filled at open,,2026-06-18 16:30:00,7514.1,44.1,0.774,Unit 2,7470.0,2026-06-19 07:00:00,stopped out,-1.0,-1.0
2026-06-17_Trade_2,2026-06-17,Trade 2 - Pivot (buy limit daily S1),Trade 2,LONG,LIMIT,7527.0,7470.0,7584.0,7610.0,7632.0,57.0,usopen,baseline,FILLED,2026-06-18,LIMIT already marketable at 16:30 - filled at open,,2026-06-18 16:30:00,7514.1,44.1,0.774,Unit 3,7470.0,2026-06-19 07:00:00,stopped out,-1.0,-1.0
2026-06-17_Trade_3A,2026-06-17,Trade 3A - Momentum-Pullback (breakout stop),Trade 3A,LONG,STOP,7590.0,7527.0,7653.0,7716.0,7800.0,63.0,usopen,baseline,NO FILL,2026-06-18,,STOP 7590.0 not reached from 16:30 to 23:00 on 2026-06-18 (range 7472.6-7518.3),,,,,All,,,,0.0,0.0
2026-06-18_Trade_1,2026-06-18,Trade 1 - Daily Directional,Trade 1,SHORT,MARKET,7420.0,7501.0,7340.0,7259.0,7180.0,81.0,usopen,baseline,SKIPPED_MICRO_R,2026-06-19,MARKET at 16:30 open,,2026-06-19 16:30:00,7496.5,4.5,0.056,All,,,MICRO-R - realised risk 4.5 < 0.25 x card R 81.0; not taken,0.0,0.0
2026-06-18_Trade_2,2026-06-18,Trade 2 - Pivot (sell limit monthly S1 / daily P),Trade 2,SHORT,LIMIT,7450.0,7506.0,7394.0,7338.0,7322.0,56.0,usopen,baseline,SKIPPED_MICRO_R,2026-06-19,LIMIT already marketable at 16:30 - filled at open,,2026-06-19 16:30:00,7496.5,9.5,0.17,All,,,MICRO-R - realised risk 9.5 < 0.25 x card R 56.0; not taken,0.0,0.0
2026-06-18_Trade_3C,2026-06-18,Trade 3C - Momentum-Breakout (sell stop),Trade 3C,SHORT,STOP,7369.0,7427.0,7322.0,7275.0,7182.0,58.0,usopen,baseline,NO FILL,2026-06-19,,STOP 7369.0 not reached from 16:30 to 23:00 on 2026-06-19 (range 7491.6-7506.0),,,,,All,,,,0.0,0.0
2026-06-19_Trade_1,2026-06-19,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,7500.58,7465.0,7536.0,7571.0,7603.0,35.58,usopen,baseline,FILLED,2026-06-22,MARKET at 16:30 open,,2026-06-22 16:30:00,7513.1,48.1,1.352,Unit 1,7536.0,2026-06-22 16:30:00,TP1 reached,0.476,0.996
2026-06-19_Trade_1,2026-06-19,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,7500.58,7465.0,7536.0,7571.0,7603.0,35.58,usopen,baseline,FILLED,2026-06-22,MARKET at 16:30 open,,2026-06-22 16:30:00,7513.1,48.1,1.352,Unit 2,7465.0,2026-06-23 03:00:00,stopped out,-1.0,-1.0
2026-06-19_Trade_1,2026-06-19,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,7500.58,7465.0,7536.0,7571.0,7603.0,35.58,usopen,baseline,FILLED,2026-06-22,MARKET at 16:30 open,,2026-06-22 16:30:00,7513.1,48.1,1.352,Unit 3,7481.8,2026-06-22 23:45:00,card runner time-stop at entry-session close,-0.651,-0.528
2026-06-19_Trade_2,2026-06-19,Trade 2 - Pivot (buy limit daily S1),Trade 2,LONG,LIMIT,7475.58,7450.57,7500.6,7525.6,7561.0,25.01,usopen,baseline,FILLED,2026-06-22,LIMIT touched,,2026-06-22 17:45:00,7475.58,25.01,1.0,Unit 1,7450.57,2026-06-23 06:00:00,stopped out,-1.0,-1.0
2026-06-19_Trade_2,2026-06-19,Trade 2 - Pivot (buy limit daily S1),Trade 2,LONG,LIMIT,7475.58,7450.57,7500.6,7525.6,7561.0,25.01,usopen,baseline,FILLED,2026-06-22,LIMIT touched,,2026-06-22 17:45:00,7475.58,25.01,1.0,Unit 2,7450.57,2026-06-23 06:00:00,stopped out,-1.0,-1.0
2026-06-19_Trade_2,2026-06-19,Trade 2 - Pivot (buy limit daily S1),Trade 2,LONG,LIMIT,7475.58,7450.57,7500.6,7525.6,7561.0,25.01,usopen,baseline,FILLED,2026-06-22,LIMIT touched,,2026-06-22 17:45:00,7475.58,25.01,1.0,Unit 3,7450.57,2026-06-23 06:00:00,stopped out,-1.0,-1.0
2026-06-19_Trade_3A,2026-06-19,Trade 3A - Momentum-Pullback (breakout stop),Trade 3A,LONG,STOP,7512.0,7478.0,7546.0,7580.0,7620.0,34.0,usopen,baseline,FILLED,2026-06-22,STOP already marketable at 16:30 - filled at open,,2026-06-22 16:30:00,7513.1,35.1,1.032,Unit 1,7478.0,2026-06-22 17:45:00,stopped out,-1.0,-1.0
2026-06-19_Trade_3A,2026-06-19,Trade 3A - Momentum-Pullback (breakout stop),Trade 3A,LONG,STOP,7512.0,7478.0,7546.0,7580.0,7620.0,34.0,usopen,baseline,FILLED,2026-06-22,STOP already marketable at 16:30 - filled at open,,2026-06-22 16:30:00,7513.1,35.1,1.032,Unit 2,7478.0,2026-06-22 17:45:00,stopped out,-1.0,-1.0
2026-06-19_Trade_3A,2026-06-19,Trade 3A - Momentum-Pullback (breakout stop),Trade 3A,LONG,STOP,7512.0,7478.0,7546.0,7580.0,7620.0,34.0,usopen,baseline,FILLED,2026-06-22,STOP already marketable at 16:30 - filled at open,,2026-06-22 16:30:00,7513.1,35.1,1.032,Unit 3,7478.0,2026-06-22 17:45:00,stopped out,-1.0,-1.0
2026-06-24_Trade_1,2026-06-24,Trade 1 - Daily Directional,Trade 1,SHORT,MARKET,7365.17,7470.17,7260.75,7156.04,7077.46,105.0,usopen,baseline,FILLED,2026-06-25,MARKET at 16:30 open,,2026-06-25 16:30:00,7427.9,42.27,0.403,Unit 1,7470.17,2026-06-30 16:45:00,stopped out,-1.0,-1.0
2026-06-24_Trade_1,2026-06-24,Trade 1 - Daily Directional,Trade 1,SHORT,MARKET,7365.17,7470.17,7260.75,7156.04,7077.46,105.0,usopen,baseline,FILLED,2026-06-25,MARKET at 16:30 open,,2026-06-25 16:30:00,7427.9,42.27,0.403,Unit 2,7470.17,2026-06-30 16:45:00,stopped out,-1.0,-1.0
2026-06-24_Trade_1,2026-06-24,Trade 1 - Daily Directional,Trade 1,SHORT,MARKET,7365.17,7470.17,7260.75,7156.04,7077.46,105.0,usopen,baseline,FILLED,2026-06-25,MARKET at 16:30 open,,2026-06-25 16:30:00,7427.9,42.27,0.403,Unit 3,7377.2,2026-06-25 23:45:00,card runner time-stop at entry-session close,1.199,-0.115
2026-06-24_Trade_2,2026-06-24,Trade 2 - Pivot (sell limit daily P shelf),Trade 2,SHORT,LIMIT,7404.0,7489.0,7320.0,7235.0,7188.0,85.0,usopen,baseline,FILLED,2026-06-25,LIMIT already marketable at 16:30 - filled at open,,2026-06-25 16:30:00,7427.9,61.1,0.719,Unit 1,7320.0,2026-06-26 05:45:00,TP1 reached,1.766,0.988
2026-06-24_Trade_2,2026-06-24,Trade 2 - Pivot (sell limit daily P shelf),Trade 2,SHORT,LIMIT,7404.0,7489.0,7320.0,7235.0,7188.0,85.0,usopen,baseline,FILLED,2026-06-25,LIMIT already marketable at 16:30 - filled at open,,2026-06-25 16:30:00,7427.9,61.1,0.719,Unit 2,7489.0,2026-06-30 18:45:00,stopped out,-1.0,-1.0
2026-06-24_Trade_2,2026-06-24,Trade 2 - Pivot (sell limit daily P shelf),Trade 2,SHORT,LIMIT,7404.0,7489.0,7320.0,7235.0,7188.0,85.0,usopen,baseline,FILLED,2026-06-25,LIMIT already marketable at 16:30 - filled at open,,2026-06-25 16:30:00,7427.9,61.1,0.719,Unit 3,7489.0,2026-06-30 18:45:00,stopped out,-1.0,-1.0
2026-06-24_Trade_3A,2026-06-24,Trade 3A - Momentum-Pullback (38.2% rally-sell),Trade 3A,SHORT,LIMIT,7453.0,7545.0,7349.0,7270.0,7188.0,92.0,usopen,baseline,NO FILL,2026-06-25,,LIMIT 7453.0 not reached from 16:30 to 23:00 on 2026-06-25 (range 7332.9-7432.6),,,,,All,,,,0.0,0.0
2026-06-25_Trade_1,2026-06-25,Trade 1 - Daily Directional,Trade 1,n/a,MARKET,,,,,,,usopen,baseline,SUPPRESSED,,,,,,,,All,,,,0.0,0.0
2026-06-25_Trade_2,2026-06-25,"Trade 2 - Pivot (range fade, sell limit daily R1)",Trade 2,SHORT,LIMIT,7403.21,7430.0,7379.51,7355.8,7334.51,27.0,usopen,baseline,NO FILL,2026-06-26,,LIMIT 7403.21 not reached from 16:30 to 23:00 on 2026-06-26 (range 7303.1-7402.1),,,,,All,,,,0.0,0.0
2026-06-25_Trade_3A,2026-06-25,"Trade 3A - Momentum-Pullback (sell stop, break of 23 Jun low)",Trade 3A,SHORT,STOP,7346.0,7385.0,7318.0,7309.98,7265.81,39.0,usopen,baseline,FILLED,2026-06-26,STOP already marketable at 16:30 - filled at open,,2026-06-26 16:30:00,7323.8,61.2,1.569,Unit 1,7318.0,2026-06-26 16:30:00,TP1 reached,0.095,0.718
2026-06-25_Trade_3A,2026-06-25,"Trade 3A - Momentum-Pullback (sell stop, break of 23 Jun low)",Trade 3A,SHORT,STOP,7346.0,7385.0,7318.0,7309.98,7265.81,39.0,usopen,baseline,FILLED,2026-06-26,STOP already marketable at 16:30 - filled at open,,2026-06-26 16:30:00,7323.8,61.2,1.569,Unit 2,7309.98,2026-06-26 16:30:00,TP2 reached,0.226,0.924
2026-06-25_Trade_3A,2026-06-25,"Trade 3A - Momentum-Pullback (sell stop, break of 23 Jun low)",Trade 3A,SHORT,STOP,7346.0,7385.0,7318.0,7309.98,7265.81,39.0,usopen,baseline,FILLED,2026-06-26,STOP already marketable at 16:30 - filled at open,,2026-06-26 16:30:00,7323.8,61.2,1.569,Unit 3,7385.0,2026-06-26 18:30:00,stopped out,-1.0,-1.0
2026-06-26_Trade_1,2026-06-26,Trade 1 - Daily Directional (sell stop),Trade 1,SHORT,STOP,7336.8,7412.0,7261.6,7186.4,7111.2,75.2,usopen,baseline,NO FILL,2026-06-29,,STOP 7336.8 not reached from 16:30 to 23:00 on 2026-06-29 (range 7355.1-7450.6),,,,,All,,,,0.0,0.0
2026-06-26_Trade_2,2026-06-26,Trade 2 - Pivot (sell limit daily P),Trade 2,SHORT,LIMIT,7374.37,7465.61,7320.67,7283.13,7234.18,91.24,usopen,baseline,FILLED,2026-06-29,LIMIT already marketable at 16:30 - filled at open,,2026-06-29 16:30:00,7403.0,62.61,0.686,Unit 1,7465.61,2026-06-30 16:45:00,stopped out,-1.0,-1.0
2026-06-26_Trade_2,2026-06-26,Trade 2 - Pivot (sell limit daily P),Trade 2,SHORT,LIMIT,7374.37,7465.61,7320.67,7283.13,7234.18,91.24,usopen,baseline,FILLED,2026-06-29,LIMIT already marketable at 16:30 - filled at open,,2026-06-29 16:30:00,7403.0,62.61,0.686,Unit 2,7465.61,2026-06-30 16:45:00,stopped out,-1.0,-1.0
2026-06-26_Trade_2,2026-06-26,Trade 2 - Pivot (sell limit daily P),Trade 2,SHORT,LIMIT,7374.37,7465.61,7320.67,7283.13,7234.18,91.24,usopen,baseline,FILLED,2026-06-29,LIMIT already marketable at 16:30 - filled at open,,2026-06-29 16:30:00,7403.0,62.61,0.686,Unit 3,7465.61,2026-06-30 16:45:00,stopped out,-1.0,-1.0
2026-06-26_Trade_3A,2026-06-26,Trade 3A - Momentum-Pullback (sell limit daily R1 / 38.2%),Trade 3A,SHORT,LIMIT,7411.91,7465.61,7357.0,7318.39,7234.0,53.7,usopen,baseline,FILLED,2026-06-29,LIMIT touched,,2026-06-29 16:30:00,7411.91,53.7,1.0,Unit 1,7357.0,2026-06-29 17:15:00,TP1 reached,1.023,1.023
2026-06-26_Trade_3A,2026-06-26,Trade 3A - Momentum-Pullback (sell limit daily R1 / 38.2%),Trade 3A,SHORT,LIMIT,7411.91,7465.61,7357.0,7318.39,7234.0,53.7,usopen,baseline,FILLED,2026-06-29,LIMIT touched,,2026-06-29 16:30:00,7411.91,53.7,1.0,Unit 2,7465.61,2026-06-30 16:45:00,stopped out,-1.0,-1.0
2026-06-26_Trade_3A,2026-06-26,Trade 3A - Momentum-Pullback (sell limit daily R1 / 38.2%),Trade 3A,SHORT,LIMIT,7411.91,7465.61,7357.0,7318.39,7234.0,53.7,usopen,baseline,FILLED,2026-06-29,LIMIT touched,,2026-06-29 16:30:00,7411.91,53.7,1.0,Unit 3,7465.61,2026-06-30 16:45:00,stopped out,-1.0,-1.0
2026-06-29_Trade_1,2026-06-29,Trade 1 - Daily Directional,Trade 1,SHORT,MARKET,7354.0,7558.0,7150.1,6946.1,7018.6,204.0,usopen,baseline,FILLED,2026-06-30,MARKET at 16:30 open,,2026-06-30 16:30:00,7446.2,111.8,0.548,Unit 1,7558.0,2026-07-10 17:00:00,stopped out,-1.0,-1.0
2026-06-29_Trade_1,2026-06-29,Trade 1 - Daily Directional,Trade 1,SHORT,MARKET,7354.0,7558.0,7150.1,6946.1,7018.6,204.0,usopen,baseline,FILLED,2026-06-30,MARKET at 16:30 open,,2026-06-30 16:30:00,7446.2,111.8,0.548,Unit 2,7558.0,2026-07-10 17:00:00,stopped out,-1.0,-1.0
2026-06-29_Trade_1,2026-06-29,Trade 1 - Daily Directional,Trade 1,SHORT,MARKET,7354.0,7558.0,7150.1,6946.1,7018.6,204.0,usopen,baseline,FILLED,2026-06-30,MARKET at 16:30 open,,2026-06-30 16:30:00,7446.2,111.8,0.548,Unit 3,7487.2,2026-06-30 23:45:00,card runner time-stop at entry-session close,-0.367,-0.653
2026-06-29_Trade_2,2026-06-29,Trade 2 - Pivot (sell stop below daily S1),Trade 2,SHORT,STOP,7296.6,7389.4,7301.2,7274.7,7248.3,93.0,usopen,baseline,NO FILL,2026-06-30,,STOP 7296.6 not reached from 16:30 to 23:00 on 2026-06-30 (range 7441.7-7513.4),,,,,All,,,,0.0,0.0
2026-06-29_Trade_3C,2026-06-29,"Trade 3C - Momentum-Breakout (sell stop, conditional)",Trade 3C,SHORT,STOP,7209.9,7349.7,7050.0,6950.0,6900.0,140.0,usopen,baseline,NO FILL,2026-06-30,,STOP 7209.9 not reached from 16:30 to 23:00 on 2026-06-30 (range 7441.7-7513.4),,,,,All,,,,0.0,0.0
2026-06-30_Trade_1,2026-06-30,Trade 1 - Daily Directional,Trade 1,SHORT,MARKET,7354.0,7500.0,7208.0,7062.0,7186.0,146.0,usopen,baseline,SKIPPED_MICRO_R,2026-07-01,MARKET at 16:30 open,,2026-07-01 16:30:00,7478.6,21.4,0.147,All,,,MICRO-R - realised risk 21.4 < 0.25 x card R 146.0; not taken,0.0,0.0
2026-06-30_Trade_2,2026-06-30,Trade 2 - Pivot (sell stop below P),Trade 2,SHORT,STOP,7350.0,7369.0,7333.0,7322.0,7311.0,19.0,usopen,baseline,NO FILL,2026-07-01,,STOP 7350.0 not reached from 16:30 to 23:00 on 2026-07-01 (range 7452.6-7525.4),,,,,All,,,,0.0,0.0
2026-06-30_Trade_3A,2026-06-30,Trade 3A - Momentum-Pullback (57.5% rally-sell),Trade 3A,SHORT,LIMIT,7420.0,7500.0,7390.0,7331.0,7176.0,80.0,usopen,baseline,FILLED,2026-07-01,LIMIT already marketable at 16:30 - filled at open,,2026-07-01 16:30:00,7478.6,21.4,0.267,Unit 1,7500.0,2026-07-01 17:15:00,stopped out,-1.0,-1.0
2026-06-30_Trade_3A,2026-06-30,Trade 3A - Momentum-Pullback (57.5% rally-sell),Trade 3A,SHORT,LIMIT,7420.0,7500.0,7390.0,7331.0,7176.0,80.0,usopen,baseline,FILLED,2026-07-01,LIMIT already marketable at 16:30 - filled at open,,2026-07-01 16:30:00,7478.6,21.4,0.267,Unit 2,7500.0,2026-07-01 17:15:00,stopped out,-1.0,-1.0
2026-06-30_Trade_3A,2026-06-30,Trade 3A - Momentum-Pullback (57.5% rally-sell),Trade 3A,SHORT,LIMIT,7420.0,7500.0,7390.0,7331.0,7176.0,80.0,usopen,baseline,FILLED,2026-07-01,LIMIT already marketable at 16:30 - filled at open,,2026-07-01 16:30:00,7478.6,21.4,0.267,Unit 3,7500.0,2026-07-01 17:15:00,stopped out,-1.0,-1.0
2026-07-01_Trade_1,2026-07-01,Trade 1 - Daily Directional (buy limit daily P),Trade 1,LONG,LIMIT,7413.0,7377.0,7449.0,7485.0,7520.0,36.0,usopen,baseline,NO FILL,2026-07-02,,LIMIT 7413.0 not reached from 16:30 to 23:00 on 2026-07-02 (range 7427.0-7541.0),,,,,All,,,,0.0,0.0
2026-07-01_Trade_2,2026-07-01,Trade 2 - Pivot (buy limit daily P),Trade 2,LONG,LIMIT,7413.0,7382.0,7444.0,7472.0,7531.0,31.0,usopen,baseline,NO FILL,2026-07-02,,LIMIT 7413.0 not reached from 16:30 to 23:00 on 2026-07-02 (range 7427.0-7541.0),,,,,All,,,,0.0,0.0
2026-07-01_Trade_3A,2026-07-01,Trade 3A - Momentum-Pullback (breakout stop),Trade 3A,LONG,STOP,7446.0,7401.0,7491.0,7500.0,7531.0,45.0,usopen,baseline,FILLED,2026-07-02,STOP already marketable at 16:30 - filled at open,,2026-07-02 16:30:00,7502.2,101.2,2.249,Unit 1,7491.0,2026-07-02 16:30:00,TP1 reached,-0.111,1.0
2026-07-01_Trade_3A,2026-07-01,Trade 3A - Momentum-Pullback (breakout stop),Trade 3A,LONG,STOP,7446.0,7401.0,7491.0,7500.0,7531.0,45.0,usopen,baseline,FILLED,2026-07-02,STOP already marketable at 16:30 - filled at open,,2026-07-02 16:30:00,7502.2,101.2,2.249,Unit 2,7500.0,2026-07-02 16:30:00,TP2 reached,-0.022,1.2
2026-07-01_Trade_3A,2026-07-01,Trade 3A - Momentum-Pullback (breakout stop),Trade 3A,LONG,STOP,7446.0,7401.0,7491.0,7500.0,7531.0,45.0,usopen,baseline,FILLED,2026-07-02,STOP already marketable at 16:30 - filled at open,,2026-07-02 16:30:00,7502.2,101.2,2.249,Unit 3,7531.0,2026-07-02 16:45:00,runner target reached,0.285,1.889
2026-07-02_Trade_1,2026-07-02,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,7499.36,7412.56,7586.16,7672.96,7759.76,86.8,usopen,baseline,FILLED,2026-07-03,MARKET at 16:30 open,,2026-07-03 16:30:00,7502.6,90.04,1.037,Unit 1,7586.16,2026-07-16 08:15:00,TP1 reached,0.928,1.0
2026-07-02_Trade_1,2026-07-02,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,7499.36,7412.56,7586.16,7672.96,7759.76,86.8,usopen,baseline,FILLED,2026-07-03,MARKET at 16:30 open,,2026-07-03 16:30:00,7502.6,90.04,1.037,Unit 2,7412.56,2026-07-23 16:30:00,stopped out,-1.0,-1.0
2026-07-02_Trade_1,2026-07-02,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,7499.36,7412.56,7586.16,7672.96,7759.76,86.8,usopen,baseline,FILLED,2026-07-03,MARKET at 16:30 open,,2026-07-03 16:30:00,7502.6,90.04,1.037,Unit 3,7504.6,2026-07-03 20:00:00,card runner time-stop at entry-session close,0.022,0.06
2026-07-02_Trade_2,2026-07-02,Trade 2 - Pivot (regime-aware),Trade 2,n/a,MARKET,,,,,,,usopen,baseline,SUPPRESSED,,,,,,,,All,,,,0.0,0.0
2026-07-02_Trade_3A,2026-07-02,Trade 3A - Momentum-Pullback (57.5% fib),Trade 3A,LONG,LIMIT,7425.33,7344.02,7457.71,7499.36,7521.81,81.31,usopen,baseline,NO FILL,2026-07-03,,LIMIT 7425.33 not reached from 16:30 to 23:00 on 2026-07-03 (range 7497.4-7509.6),,,,,All,,,,0.0,0.0
2026-07-03_Trade_1,2026-07-03,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,7482.5,7428.0,7537.0,7591.0,7740.0,54.5,usopen,baseline,FILLED,2026-07-06,MARKET at 16:30 open,,2026-07-06 16:30:00,7513.9,85.9,1.576,Unit 1,7537.0,2026-07-06 18:15:00,TP1 reached,0.269,1.0
2026-07-03_Trade_1,2026-07-03,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,7482.5,7428.0,7537.0,7591.0,7740.0,54.5,usopen,baseline,FILLED,2026-07-06,MARKET at 16:30 open,,2026-07-06 16:30:00,7513.9,85.9,1.576,Unit 2,7428.0,2026-07-08 12:00:00,stopped out,-1.0,-1.0
2026-07-03_Trade_1,2026-07-03,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,7482.5,7428.0,7537.0,7591.0,7740.0,54.5,usopen,baseline,FILLED,2026-07-06,MARKET at 16:30 open,,2026-07-06 16:30:00,7513.9,85.9,1.576,Unit 3,7546.3,2026-07-06 23:45:00,card runner time-stop at entry-session close,0.377,1.171
2026-07-03_Trade_2,2026-07-03,Trade 2 - Pivot (TRANSITION breakout side),Trade 2,n/a,MARKET,,,,,,,usopen,baseline,SUPPRESSED,,,,,,,,All,,,,0.0,0.0
